id,Nummer,Dunkelbier,Pils,Weissbier,FünfProzent,NullProzent,Glasflasche,Dose,Plastikflasche,FünfundsiebzigCent,FünfzigCent,EinEuro,Produktname,Preference
93,4,0,1,0,0,1,0,0,1,1,0,0,4,3
93,5,0,0,1,0,1,0,1,0,0,1,0,5,2
93,6,0,1,0,0,1,1,0,0,0,0,1,6,1
93,7,0,0,1,0,1,0,1,0,1,0,0,7,9
93,8,1,0,0,0,1,0,0,1,1,0,0,8,7
93,9,0,1,0,0,1,0,1,0,1,0,0,9,10
93,10,0,1,0,1,0,1,0,0,0,0,1,10,6
94,1,1,0,0,1,0,1,0,0,0,1,0,1,8
94,2,0,0,1,1,0,0,1,0,1,0,0,2,7
94,3,1,0,0,1,0,0,0,1,0,0,1,3,1
94,4,0,1,0,0,1,0,0,1,1,0,0,4,10
94,5,0,0,1,0,1,0,1,0,0,1,0,5,5
94,6,0,1,0,0,1,1,0,0,0,0,1,6,4
94,7,0,0,1,0,1,0,1,0,1,0,0,7,3
94,8,1,0,0,0,1,0,0,1,1,0,0,8,2
94,9,0,1,0,0,1,0,1,0,1,0,0,9,6
94,10,0,1,0,1,0,1,0,0,0,0,1,10,9
95,1,1,0,0,1,0,1,0,0,0,1,0,1,4
95,2,0,0,1,1,0,0,1,0,1,0,0,2,3
95,3,1,0,0,1,0,0,0,1,0,0,1,3,2
95,4,0,1,0,0,1,0,0,1,1,0,0,4,1
95,5,0,0,1,0,1,0,1,0,0,1,0,5,10
95,6,0,1,0,0,1,1,0,0,0,0,1,6,8
95,7,0,0,1,0,1,0,1,0,1,0,0,7,7
95,8,1,0,0,0,1,0,0,1,1,0,0,8,9
95,9,0,1,0,0,1,0,1,0,1,0,0,9,5
95,10,0,1,0,1,0,1,0,0,0,0,1,10,6
96,1,1,0,0,1,0,1,0,0,0,1,0,1,9
96,2,0,0,1,1,0,0,1,0,1,0,0,2,8
96,3,1,0,0,1,0,0,0,1,0,0,1,3,7
96,4,0,1,0,0,1,0,0,1,1,0,0,4,2
96,5,0,0,1,0,1,0,1,0,0,1,0,5,5
96,6,0,1,0,0,1,1,0,0,0,0,1,6,4
96,7,0,0,1,0,1,0,1,0,1,0,0,7,3
96,8,1,0,0,0,1,0,0,1,1,0,0,8,1
96,9,0,1,0,0,1,0,1,0,1,0,0,9,6
96,10,0,1,0,1,0,1,0,0,0,0,1,10,10
97,1,1,0,0,1,0,1,0,0,0,1,0,1,9
97,2,0,0,1,1,0,0,1,0,1,0,0,2,4
97,3,1,0,0,1,0,0,0,1,0,0,1,3,3
97,4,0,1,0,0,1,0,0,1,1,0,0,4,2
97,5,0,0,1,0,1,0,1,0,0,1,0,5,1
97,6,0,1,0,0,1,1,0,0,0,0,1,6,6
97,7,0,0,1,0,1,0,1,0,1,0,0,7,5
97,8,1,0,0,0,1,0,0,1,1,0,0,8,8
97,9,0,1,0,0,1,0,1,0,1,0,0,9,7
97,10,0,1,0,1,0,1,0,0,0,0,1,10,10
98,1,1,0,0,1,0,1,0,0,0,1,0,1,10
98,2,0,0,1,1,0,0,1,0,1,0,0,2,9
98,3,1,0,0,1,0,0,0,1,0,0,1,3,7
98,4,0,1,0,0,1,0,0,1,1,0,0,4,1
98,5,0,0,1,0,1,0,1,0,0,1,0,5,5
98,6,0,1,0,0,1,1,0,0,0,0,1,6,4
98,7,0,0,1,0,1,0,1,0,1,0,0,7,8
98,8,1,0,0,0,1,0,0,1,1,0,0,8,6
98,9,0,1,0,0,1,0,1,0,1,0,0,9,3
98,10,0,1,0,1,0,1,0,0,0,0,1,10,2
99,1,1,0,0,1,0,1,0,0,0,1,0,1,9
99,2,0,0,1,1,0,0,1,0,1,0,0,2,6
99,3,1,0,0,1,0,0,0,1,0,0,1,3,3
99,4,0,1,0,0,1,0,0,1,1,0,0,4,7
99,5,0,0,1,0,1,0,1,0,0,1,0,5,5
99,6,0,1,0,0,1,1,0,0,0,0,1,6,2
99,7,0,0,1,0,1,0,1,0,1,0,0,7,1
99,8,1,0,0,0,1,0,0,1,1,0,0,8,10
99,9,0,1,0,0,1,0,1,0,1,0,0,9,8
99,10,0,1,0,1,0,1,0,0,0,0,1,10,4
100,1,1,0,0,1,0,1,0,0,0,1,0,1,5
100,2,0,0,1,1,0,0,1,0,1,0,0,2,2
100,3,1,0,0,1,0,0,0,1,0,0,1,3,10
100,4,0,1,0,0,1,0,0,1,1,0,0,4,8
100,5,0,0,1,0,1,0,1,0,0,1,0,5,7
100,6,0,1,0,0,1,1,0,0,0,0,1,6,6
100,7,0,0,1,0,1,0,1,0,1,0,0,7,3
100,8,1,0,0,0,1,0,0,1,1,0,0,8,1
100,9,0,1,0,0,1,0,1,0,1,0,0,9,9
100,10,0,1,0,1,0,1,0,0,0,0,1,10,4
101,1,1,0,0,1,0,1,0,0,0,1,0,1,7
101,2,0,0,1,1,0,0,1,0,1,0,0,2,6
101,3,1,0,0,1,0,0,0,1,0,0,1,3,3
101,4,0,1,0,0,1,0,0,1,1,0,0,4,2
101,5,0,0,1,0,1,0,1,0,0,1,0,5,1
101,6,0,1,0,0,1,1,0,0,0,0,1,6,8
101,7,0,0,1,0,1,0,1,0,1,0,0,7,4
101,8,1,0,0,0,1,0,0,1,1,0,0,8,9
101,9,0,1,0,0,1,0,1,0,1,0,0,9,10
101,10,0,1,0,1,0,1,0,0,0,0,1,10,5
102,1,1,0,0,1,0,1,0,0,0,1,0,1,6
102,2,0,0,1,1,0,0,1,0,1,0,0,2,2
102,3,1,0,0,1,0,0,0,1,0,0,1,3,1
102,4,0,1,0,0,1,0,0,1,1,0,0,4,10
102,5,0,0,1,0,1,0,1,0,0,1,0,5,7
102,6,0,1,0,0,1,1,0,0,0,0,1,6,4
102,7,0,0,1,0,1,0,1,0,1,0,0,7,3
102,8,1,0,0,0,1,0,0,1,1,0,0,8,9
102,9,0,1,0,0,1,0,1,0,1,0,0,9,8
102,10,0,1,0,1,0,1,0,0,0,0,1,10,5
103,1,1,0,0,1,0,1,0,0,0,1,0,1,5
103,2,0,0,1,1,0,0,1,0,1,0,0,2,3
103,3,1,0,0,1,0,0,0,1,0,0,1,3,10
103,4,0,1,0,0,1,0,0,1,1,0,0,4,9
103,5,0,0,1,0,1,0,1,0,0,1,0,5,7
103,6,0,1,0,0,1,1,0,0,0,0,1,6,6
103,7,0,0,1,0,1,0,1,0,1,0,0,7,4
103,8,1,0,0,0,1,0,0,1,1,0,0,8,2
103,9,0,1,0,0,1,0,1,0,1,0,0,9,8
103,10,0,1,0,1,0,1,0,0,0,0,1,10,1
104,1,1,0,0,1,0,1,0,0,0,1,0,1,8
104,2,0,0,1,1,0,0,1,0,1,0,0,2,4
104,3,1,0,0,1,0,0,0,1,0,0,1,3,3
104,4,0,1,0,0,1,0,0,1,1,0,0,4,2
104,5,0,0,1,0,1,0,1,0,0,1,0,5,10
104,6,0,1,0,0,1,1,0,0,0,0,1,6,7
104,7,0,0,1,0,1,0,1,0,1,0,0,7,6
104,8,1,0,0,0,1,0,0,1,1,0,0,8,5
104,9,0,1,0,0,1,0,1,0,1,0,0,9,9
104,10,0,1,0,1,0,1,0,0,0,0,1,10,1
105,1,1,0,0,1,0,1,0,0,0,1,0,1,5
105,2,0,0,1,1,0,0,1,0,1,0,0,2,3
105,3,1,0,0,1,0,0,0,1,0,0,1,3,2
105,4,0,1,0,0,1,0,0,1,1,0,0,4,1
105,5,0,0,1,0,1,0,1,0,0,1,0,5,9
105,6,0,1,0,0,1,1,0,0,0,0,1,6,7
105,7,0,0,1,0,1,0,1,0,1,0,0,7,6
105,8,1,0,0,0,1,0,0,1,1,0,0,8,4
105,9,0,1,0,0,1,0,1,0,1,0,0,9,8
105,10,0,1,0,1,0,1,0,0,0,0,1,10,10
106,1,1,0,0,1,0,1,0,0,0,1,0,1,7
106,2,0,0,1,1,0,0,1,0,1,0,0,2,6
106,3,1,0,0,1,0,0,0,1,0,0,1,3,5
106,4,0,1,0,0,1,0,0,1,1,0,0,4,4
106,5,0,0,1,0,1,0,1,0,0,1,0,5,2
106,6,0,1,0,0,1,1,0,0,0,0,1,6,3
106,7,0,0,1,0,1,0,1,0,1,0,0,7,10
106,8,1,0,0,0,1,0,0,1,1,0,0,8,8
106,9,0,1,0,0,1,0,1,0,1,0,0,9,1
106,10,0,1,0,1,0,1,0,0,0,0,1,10,9
107,1,1,0,0,1,0,1,0,0,0,1,0,1,6
107,2,0,0,1,1,0,0,1,0,1,0,0,2,5
107,3,1,0,0,1,0,0,0,1,0,0,1,3,2
107,4,0,1,0,0,1,0,0,1,1,0,0,4,9
107,5,0,0,1,0,1,0,1,0,0,1,0,5,7
107,6,0,1,0,0,1,1,0,0,0,0,1,6,4
107,7,0,0,1,0,1,0,1,0,1,0,0,7,3
107,8,1,0,0,0,1,0,0,1,1,0,0,8,10
107,9,0,1,0,0,1,0,1,0,1,0,0,9,8
107,10,0,1,0,1,0,1,0,0,0,0,1,10,1
108,1,1,0,0,1,0,1,0,0,0,1,0,1,9
108,2,0,0,1,1,0,0,1,0,1,0,0,2,5
108,3,1,0,0,1,0,0,0,1,0,0,1,3,2
108,4,0,1,0,0,1,0,0,1,1,0,0,4,8
108,5,0,0,1,0,1,0,1,0,0,1,0,5,7
108,6,0,1,0,0,1,1,0,0,0,0,1,6,4
108,7,0,0,1,0,1,0,1,0,1,0,0,7,3
108,8,1,0,0,0,1,0,0,1,1,0,0,8,1
108,9,0,1,0,0,1,0,1,0,1,0,0,9,6
108,10,0,1,0,1,0,1,0,0,0,0,1,10,10
109,1,1,0,0,1,0,1,0,0,0,1,0,1,7
109,2,0,0,1,1,0,0,1,0,1,0,0,2,3
109,3,1,0,0,1,0,0,0,1,0,0,1,3,2
109,4,0,1,0,0,1,0,0,1,1,0,0,4,1
109,5,0,0,1,0,1,0,1,0,0,1,0,5,9
109,6,0,1,0,0,1,1,0,0,0,0,1,6,8
109,7,0,0,1,0,1,0,1,0,1,0,0,7,6
109,8,1,0,0,0,1,0,0,1,1,0,0,8,4
109,9,0,1,0,0,1,0,1,0,1,0,0,9,10
109,10,0,1,0,1,0,1,0,0,0,0,1,10,5
110,1,1,0,0,1,0,1,0,0,0,1,0,1,9
110,2,0,0,1,1,0,0,1,0,1,0,0,2,2
110,3,1,0,0,1,0,0,0,1,0,0,1,3,8
110,4,0,1,0,0,1,0,0,1,1,0,0,4,7
110,5,0,0,1,0,1,0,1,0,0,1,0,5,6
110,6,0,1,0,0,1,1,0,0,0,0,1,6,5
110,7,0,0,1,0,1,0,1,0,1,0,0,7,4
110,8,1,0,0,0,1,0,0,1,1,0,0,8,1
110,9,0,1,0,0,1,0,1,0,1,0,0,9,10
110,10,0,1,0,1,0,1,0,0,0,0,1,10,3
111,1,1,0,0,1,0,1,0,0,0,1,0,1,9
111,2,0,0,1,1,0,0,1,0,1,0,0,2,8
111,3,1,0,0,1,0,0,0,1,0,0,1,3,6
111,4,0,1,0,0,1,0,0,1,1,0,0,4,4
111,5,0,0,1,0,1,0,1,0,0,1,0,5,5
111,6,0,1,0,0,1,1,0,0,0,0,1,6,3
111,7,0,0,1,0,1,0,1,0,1,0,0,7,1
111,8,1,0,0,0,1,0,0,1,1,0,0,8,10
111,9,0,1,0,0,1,0,1,0,1,0,0,9,2
111,10,0,1,0,1,0,1,0,0,0,0,1,10,7
112,1,1,0,0,1,0,1,0,0,0,1,0,1,10
112,2,0,0,1,1,0,0,1,0,1,0,0,2,8
112,3,1,0,0,1,0,0,0,1,0,0,1,3,4
112,4,0,1,0,0,1,0,0,1,1,0,0,4,3
112,5,0,0,1,0,1,0,1,0,0,1,0,5,2
112,6,0,1,0,0,1,1,0,0,0,0,1,6,9
112,7,0,0,1,0,1,0,1,0,1,0,0,7,7
112,8,1,0,0,0,1,0,0,1,1,0,0,8,5
112,9,0,1,0,0,1,0,1,0,1,0,0,9,1
112,10,0,1,0,1,0,1,0,0,0,0,1,10,6
113,1,1,0,0,1,0,1,0,0,0,1,0,1,9
113,2,0,0,1,1,0,0,1,0,1,0,0,2,6
113,3,1,0,0,1,0,0,0,1,0,0,1,3,4
113,4,0,1,0,0,1,0,0,1,1,0,0,4,3
113,5,0,0,1,0,1,0,1,0,0,1,0,5,2
113,6,0,1,0,0,1,1,0,0,0,0,1,6,5
113,7,0,0,1,0,1,0,1,0,1,0,0,7,8
113,8,1,0,0,0,1,0,0,1,1,0,0,8,7
113,9,0,1,0,0,1,0,1,0,1,0,0,9,1
113,10,0,1,0,1,0,1,0,0,0,0,1,10,10
114,1,1,0,0,1,0,1,0,0,0,1,0,1,9
114,2,0,0,1,1,0,0,1,0,1,0,0,2,7
114,3,1,0,0,1,0,0,0,1,0,0,1,3,6
114,4,0,1,0,0,1,0,0,1,1,0,0,4,5
114,5,0,0,1,0,1,0,1,0,0,1,0,5,4
114,6,0,1,0,0,1,1,0,0,0,0,1,6,3
114,7,0,0,1,0,1,0,1,0,1,0,0,7,2
114,8,1,0,0,0,1,0,0,1,1,0,0,8,1
114,9,0,1,0,0,1,0,1,0,1,0,0,9,8
114,10,0,1,0,1,0,1,0,0,0,0,1,10,10
115,1,1,0,0,1,0,1,0,0,0,1,0,1,9
115,2,0,0,1,1,0,0,1,0,1,0,0,2,7
115,3,1,0,0,1,0,0,0,1,0,0,1,3,6
115,4,0,1,0,0,1,0,0,1,1,0,0,4,5
115,5,0,0,1,0,1,0,1,0,0,1,0,5,10
115,6,0,1,0,0,1,1,0,0,0,0,1,6,3
115,7,0,0,1,0,1,0,1,0,1,0,0,7,8
115,8,1,0,0,0,1,0,0,1,1,0,0,8,4
115,9,0,1,0,0,1,0,1,0,1,0,0,9,2
115,10,0,1,0,1,0,1,0,0,0,0,1,10,1
116,1,1,0,0,1,0,1,0,0,0,1,0,1,8
116,2,0,0,1,1,0,0,1,0,1,0,0,2,7
116,3,1,0,0,1,0,0,0,1,0,0,1,3,6
116,4,0,1,0,0,1,0,0,1,1,0,0,4,2
116,5,0,0,1,0,1,0,1,0,0,1,0,5,9
116,6,0,1,0,0,1,1,0,0,0,0,1,6,5
116,7,0,0,1,0,1,0,1,0,1,0,0,7,4
116,8,1,0,0,0,1,0,0,1,1,0,0,8,3
116,9,0,1,0,0,1,0,1,0,1,0,0,9,1
116,10,0,1,0,1,0,1,0,0,0,0,1,10,10
117,1,1,0,0,1,0,1,0,0,0,1,0,1,4
117,2,0,0,1,1,0,0,1,0,1,0,0,2,3
117,3,1,0,0,1,0,0,0,1,0,0,1,3,2
117,4,0,1,0,0,1,0,0,1,1,0,0,4,10
117,5,0,0,1,0,1,0,1,0,0,1,0,5,9
117,6,0,1,0,0,1,1,0,0,0,0,1,6,7
117,7,0,0,1,0,1,0,1,0,1,0,0,7,6
117,8,1,0,0,0,1,0,0,1,1,0,0,8,1
117,9,0,1,0,0,1,0,1,0,1,0,0,9,8
117,10,0,1,0,1,0,1,0,0,0,0,1,10,5
118,1,1,0,0,1,0,1,0,0,0,1,0,1,8
118,2,0,0,1,1,0,0,1,0,1,0,0,2,7
118,3,1,0,0,1,0,0,0,1,0,0,1,3,5
118,4,0,1,0,0,1,0,0,1,1,0,0,4,3
118,5,0,0,1,0,1,0,1,0,0,1,0,5,9
118,6,0,1,0,0,1,1,0,0,0,0,1,6,2
118,7,0,0,1,0,1,0,1,0,1,0,0,7,10
118,8,1,0,0,0,1,0,0,1,1,0,0,8,6
118,9,0,1,0,0,1,0,1,0,1,0,0,9,4
118,10,0,1,0,1,0,1,0,0,0,0,1,10,1
119,1,1,0,0,1,0,1,0,0,0,1,0,1,9
119,2,0,0,1,1,0,0,1,0,1,0,0,2,8
119,3,1,0,0,1,0,0,0,1,0,0,1,3,7
119,4,0,1,0,0,1,0,0,1,1,0,0,4,5
119,5,0,0,1,0,1,0,1,0,0,1,0,5,2
119,6,0,1,0,0,1,1,0,0,0,0,1,6,3
119,7,0,0,1,0,1,0,1,0,1,0,0,7,10
119,8,1,0,0,0,1,0,0,1,1,0,0,8,6
119,9,0,1,0,0,1,0,1,0,1,0,0,9,1
119,10,0,1,0,1,0,1,0,0,0,0,1,10,4
120,1,1,0,0,1,0,1,0,0,0,1,0,1,8
120,2,0,0,1,1,0,0,1,0,1,0,0,2,2
120,3,1,0,0,1,0,0,0,1,0,0,1,3,1
120,4,0,1,0,0,1,0,0,1,1,0,0,4,9
120,5,0,0,1,0,1,0,1,0,0,1,0,5,6
120,6,0,1,0,0,1,1,0,0,0,0,1,6,5
120,7,0,0,1,0,1,0,1,0,1,0,0,7,3
120,8,1,0,0,0,1,0,0,1,1,0,0,8,10
120,9,0,1,0,0,1,0,1,0,1,0,0,9,7
120,10,0,1,0,1,0,1,0,0,0,0,1,10,4
121,1,1,0,0,1,0,1,0,0,0,1,0,1,4
121,2,0,0,1,1,0,0,1,0,1,0,0,2,2
121,3,1,0,0,1,0,0,0,1,0,0,1,3,1
121,4,0,1,0,0,1,0,0,1,1,0,0,4,9
121,5,0,0,1,0,1,0,1,0,0,1,0,5,8
121,6,0,1,0,0,1,1,0,0,0,0,1,6,6
121,7,0,0,1,0,1,0,1,0,1,0,0,7,3
121,8,1,0,0,0,1,0,0,1,1,0,0,8,10
121,9,0,1,0,0,1,0,1,0,1,0,0,9,7
121,10,0,1,0,1,0,1,0,0,0,0,1,10,5
122,1,1,0,0,1,0,1,0,0,0,1,0,1,8
122,2,0,0,1,1,0,0,1,0,1,0,0,2,6
122,3,1,0,0,1,0,0,0,1,0,0,1,3,5
122,4,0,1,0,0,1,0,0,1,1,0,0,4,3
122,5,0,0,1,0,1,0,1,0,0,1,0,5,2
122,6,0,1,0,0,1,1,0,0,0,0,1,6,9
122,7,0,0,1,0,1,0,1,0,1,0,0,7,1
122,8,1,0,0,0,1,0,0,1,1,0,0,8,10
122,9,0,1,0,0,1,0,1,0,1,0,0,9,7
122,10,0,1,0,1,0,1,0,0,0,0,1,10,4
123,1,1,0,0,1,0,1,0,0,0,1,0,1,7
123,2,0,0,1,1,0,0,1,0,1,0,0,2,3
123,3,1,0,0,1,0,0,0,1,0,0,1,3,2
123,4,0,1,0,0,1,0,0,1,1,0,0,4,1
123,5,0,0,1,0,1,0,1,0,0,1,0,5,8
123,6,0,1,0,0,1,1,0,0,0,0,1,6,6
123,7,0,0,1,0,1,0,1,0,1,0,0,7,5
123,8,1,0,0,0,1,0,0,1,1,0,0,8,10
123,9,0,1,0,0,1,0,1,0,1,0,0,9,9
123,10,0,1,0,1,0,1,0,0,0,0,1,10,4
124,1,1,0,0,1,0,1,0,0,0,1,0,1,10
124,2,0,0,1,1,0,0,1,0,1,0,0,2,9
124,3,1,0,0,1,0,0,0,1,0,0,1,3,4
124,4,0,1,0,0,1,0,0,1,1,0,0,4,3
124,5,0,0,1,0,1,0,1,0,0,1,0,5,2
124,6,0,1,0,0,1,1,0,0,0,0,1,6,7
124,7,0,0,1,0,1,0,1,0,1,0,0,7,8
124,8,1,0,0,0,1,0,0,1,1,0,0,8,6
124,9,0,1,0,0,1,0,1,0,1,0,0,9,1
124,10,0,1,0,1,0,1,0,0,0,0,1,10,5
125,1,1,0,0,1,0,1,0,0,0,1,0,1,8
125,2,0,0,1,1,0,0,1,0,1,0,0,2,7
125,3,1,0,0,1,0,0,0,1,0,0,1,3,2
125,4,0,1,0,0,1,0,0,1,1,0,0,4,6
125,5,0,0,1,0,1,0,1,0,0,1,0,5,5
125,6,0,1,0,0,1,1,0,0,0,0,1,6,4
125,7,0,0,1,0,1,0,1,0,1,0,0,7,3
125,8,1,0,0,0,1,0,0,1,1,0,0,8,10
125,9,0,1,0,0,1,0,1,0,1,0,0,9,9
125,10,0,1,0,1,0,1,0,0,0,0,1,10,1
126,1,1,0,0,1,0,1,0,0,0,1,0,1,6
126,2,0,0,1,1,0,0,1,0,1,0,0,2,4
126,3,1,0,0,1,0,0,0,1,0,0,1,3,3
126,4,0,1,0,0,1,0,0,1,1,0,0,4,2
126,5,0,0,1,0,1,0,1,0,0,1,0,5,9
126,6,0,1,0,0,1,1,0,0,0,0,1,6,7
126,7,0,0,1,0,1,0,1,0,1,0,0,7,5
126,8,1,0,0,0,1,0,0,1,1,0,0,8,1
126,9,0,1,0,0,1,0,1,0,1,0,0,9,10
126,10,0,1,0,1,0,1,0,0,0,0,1,10,8
127,1,1,0,0,1,0,1,0,0,0,1,0,1,9
127,2,0,0,1,1,0,0,1,0,1,0,0,2,4
127,3,1,0,0,1,0,0,0,1,0,0,1,3,3
127,4,0,1,0,0,1,0,0,1,1,0,0,4,7
127,5,0,0,1,0,1,0,1,0,0,1,0,5,6
127,6,0,1,0,0,1,1,0,0,0,0,1,6,5
127,7,0,0,1,0,1,0,1,0,1,0,0,7,2
127,8,1,0,0,0,1,0,0,1,1,0,0,8,10
127,9,0,1,0,0,1,0,1,0,1,0,0,9,8
127,10,0,1,0,1,0,1,0,0,0,0,1,10,1
128,1,1,0,0,1,0,1,0,0,0,1,0,1,8
128,2,0,0,1,1,0,0,1,0,1,0,0,2,6
128,3,1,0,0,1,0,0,0,1,0,0,1,3,3
128,4,0,1,0,0,1,0,0,1,1,0,0,4,2
128,5,0,0,1,0,1,0,1,0,0,1,0,5,9
128,6,0,1,0,0,1,1,0,0,0,0,1,6,5
128,7,0,0,1,0,1,0,1,0,1,0,0,7,1
128,8,1,0,0,0,1,0,0,1,1,0,0,8,7
128,9,0,1,0,0,1,0,1,0,1,0,0,9,4
128,10,0,1,0,1,0,1,0,0,0,0,1,10,10
129,1,1,0,0,1,0,1,0,0,0,1,0,1,8
129,2,0,0,1,1,0,0,1,0,1,0,0,2,3
129,3,1,0,0,1,0,0,0,1,0,0,1,3,2
129,4,0,1,0,0,1,0,0,1,1,0,0,4,1
129,5,0,0,1,0,1,0,1,0,0,1,0,5,6
129,6,0,1,0,0,1,1,0,0,0,0,1,6,5
129,7,0,0,1,0,1,0,1,0,1,0,0,7,4
129,8,1,0,0,0,1,0,0,1,1,0,0,8,9
129,9,0,1,0,0,1,0,1,0,1,0,0,9,7
129,10,0,1,0,1,0,1,0,0,0,0,1,10,10
130,1,1,0,0,1,0,1,0,0,0,1,0,1,7
130,2,0,0,1,1,0,0,1,0,1,0,0,2,5
130,3,1,0,0,1,0,0,0,1,0,0,1,3,4
130,4,0,1,0,0,1,0,0,1,1,0,0,4,3
130,5,0,0,1,0,1,0,1,0,0,1,0,5,2
130,6,0,1,0,0,1,1,0,0,0,0,1,6,8
130,7,0,0,1,0,1,0,1,0,1,0,0,7,9
130,8,1,0,0,0,1,0,0,1,1,0,0,8,6
130,9,0,1,0,0,1,0,1,0,1,0,0,9,1
130,10,0,1,0,1,0,1,0,0,0,0,1,10,10
131,1,1,0,0,1,0,1,0,0,0,1,0,1,7
131,2,0,0,1,1,0,0,1,0,1,0,0,2,5
131,3,1,0,0,1,0,0,0,1,0,0,1,3,3
131,4,0,1,0,0,1,0,0,1,1,0,0,4,2
131,5,0,0,1,0,1,0,1,0,0,1,0,5,6
131,6,0,1,0,0,1,1,0,0,0,0,1,6,4
131,7,0,0,1,0,1,0,1,0,1,0,0,7,1
131,8,1,0,0,0,1,0,0,1,1,0,0,8,9
131,9,0,1,0,0,1,0,1,0,1,0,0,9,8
131,10,0,1,0,1,0,1,0,0,0,0,1,10,10
132,1,1,0,0,1,0,1,0,0,0,1,0,1,10
132,2,0,0,1,1,0,0,1,0,1,0,0,2,2
132,3,1,0,0,1,0,0,0,1,0,0,1,3,9
132,4,0,1,0,0,1,0,0,1,1,0,0,4,7
132,5,0,0,1,0,1,0,1,0,0,1,0,5,6
132,6,0,1,0,0,1,1,0,0,0,0,1,6,5
132,7,0,0,1,0,1,0,1,0,1,0,0,7,4
132,8,1,0,0,0,1,0,0,1,1,0,0,8,3
132,9,0,1,0,0,1,0,1,0,1,0,0,9,1
132,10,0,1,0,1,0,1,0,0,0,0,1,10,8
133,1,1,0,0,1,0,1,0,0,0,1,0,1,8
133,2,0,0,1,1,0,0,1,0,1,0,0,2,6
133,3,1,0,0,1,0,0,0,1,0,0,1,3,3
133,4,0,1,0,0,1,0,0,1,1,0,0,4,1
133,5,0,0,1,0,1,0,1,0,0,1,0,5,7
133,6,0,1,0,0,1,1,0,0,0,0,1,6,5
133,7,0,0,1,0,1,0,1,0,1,0,0,7,4
133,8,1,0,0,0,1,0,0,1,1,0,0,8,2
133,9,0,1,0,0,1,0,1,0,1,0,0,9,9
133,10,0,1,0,1,0,1,0,0,0,0,1,10,10
134,1,1,0,0,1,0,1,0,0,0,1,0,1,7
134,2,0,0,1,1,0,0,1,0,1,0,0,2,6
134,3,1,0,0,1,0,0,0,1,0,0,1,3,5
134,4,0,1,0,0,1,0,0,1,1,0,0,4,4
134,5,0,0,1,0,1,0,1,0,0,1,0,5,1
134,6,0,1,0,0,1,1,0,0,0,0,1,6,10
134,7,0,0,1,0,1,0,1,0,1,0,0,7,2
134,8,1,0,0,0,1,0,0,1,1,0,0,8,9
134,9,0,1,0,0,1,0,1,0,1,0,0,9,3
134,10,0,1,0,1,0,1,0,0,0,0,1,10,8
135,1,1,0,0,1,0,1,0,0,0,1,0,1,10
135,2,0,0,1,1,0,0,1,0,1,0,0,2,2
135,3,1,0,0,1,0,0,0,1,0,0,1,3,1
135,4,0,1,0,0,1,0,0,1,1,0,0,4,8
135,5,0,0,1,0,1,0,1,0,0,1,0,5,6
135,6,0,1,0,0,1,1,0,0,0,0,1,6,5
135,7,0,0,1,0,1,0,1,0,1,0,0,7,4
135,8,1,0,0,0,1,0,0,1,1,0,0,8,3
135,9,0,1,0,0,1,0,1,0,1,0,0,9,9
135,10,0,1,0,1,0,1,0,0,0,0,1,10,7
136,1,1,0,0,1,0,1,0,0,0,1,0,1,6
136,2,0,0,1,1,0,0,1,0,1,0,0,2,5
136,3,1,0,0,1,0,0,0,1,0,0,1,3,3
136,4,0,1,0,0,1,0,0,1,1,0,0,4,9
136,5,0,0,1,0,1,0,1,0,0,1,0,5,8
136,6,0,1,0,0,1,1,0,0,0,0,1,6,7
136,7,0,0,1,0,1,0,1,0,1,0,0,7,4
136,8,1,0,0,0,1,0,0,1,1,0,0,8,2
136,9,0,1,0,0,1,0,1,0,1,0,0,9,1
136,10,0,1,0,1,0,1,0,0,0,0,1,10,10
137,1,1,0,0,1,0,1,0,0,0,1,0,1,9
137,2,0,0,1,1,0,0,1,0,1,0,0,2,8
137,3,1,0,0,1,0,0,0,1,0,0,1,3,6
137,4,0,1,0,0,1,0,0,1,1,0,0,4,2
137,5,0,0,1,0,1,0,1,0,0,1,0,5,1
137,6,0,1,0,0,1,1,0,0,0,0,1,6,10
137,7,0,0,1,0,1,0,1,0,1,0,0,7,7
137,8,1,0,0,0,1,0,0,1,1,0,0,8,3
137,9,0,1,0,0,1,0,1,0,1,0,0,9,5
137,10,0,1,0,1,0,1,0,0,0,0,1,10,4
138,1,1,0,0,1,0,1,0,0,0,1,0,1,8
138,2,0,0,1,1,0,0,1,0,1,0,0,2,6
138,3,1,0,0,1,0,0,0,1,0,0,1,3,4
138,4,0,1,0,0,1,0,0,1,1,0,0,4,2
138,5,0,0,1,0,1,0,1,0,0,1,0,5,1
138,6,0,1,0,0,1,1,0,0,0,0,1,6,7
138,7,0,0,1,0,1,0,1,0,1,0,0,7,3
138,8,1,0,0,0,1,0,0,1,1,0,0,8,9
138,9,0,1,0,0,1,0,1,0,1,0,0,9,5
138,10,0,1,0,1,0,1,0,0,0,0,1,10,10
139,1,1,0,0,1,0,1,0,0,0,1,0,1,9
139,2,0,0,1,1,0,0,1,0,1,0,0,2,7
139,3,1,0,0,1,0,0,0,1,0,0,1,3,5
139,4,0,1,0,0,1,0,0,1,1,0,0,4,4
139,5,0,0,1,0,1,0,1,0,0,1,0,5,3
139,6,0,1,0,0,1,1,0,0,0,0,1,6,8
